Id,Label,degree_centrality,in_degree_centrality,out_degree_centrality,eigenvector_centrality,clustering_coefficient,pagerank,betweenness_centrality,closeness_centrality,community,bridging_node
7351,aklomp,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,1.713244020067642e-07,0.0,8.34933037626115e-06,0.0,0.3070511376436134,891,0
7352,gplusdotgr,0.00010832475762335481,0.00021664951524670963,0.0,0.00021868901873354577,1.0,1.631731540198874e-05,0.0,0.0,955,1
7353,oriongonza,0.00013540594702919352,0.00027081189405838704,0.0,1.7599130033487025e-05,0.4,1.6309047142310362e-05,0.0,0.0,782,1
7354,yunyu,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,5.047582219622098e-07,0.0,8.521429614542663e-06,0.0,0.31421457881875603,675,1
7355,shizuka1308,0.00016248713643503222,0.00010832475762335481,0.00021664951524670963,0.00018075844297390327,1.0,9.864997541349986e-06,0.0,0.3640296992682015,891,1
7356,mattolson,8.124356821751611e-05,0.0,0.00016248713643503222,0.0,0.0,8.123916811091856e-06,0.0,0.2983715636490982,1068,0
7357,wilkyboy,0.00018956832584087093,0.00037913665168174185,0.0,3.4752548200804496e-05,0.3333333333333333,2.9914168845649984e-05,0.0,0.0,1068,1
7358,throwaway-people,8.124356821751611e-05,0.00016248713643503222,0.0,1.0943470808566147e-06,0.3333333333333333,1.2573470109308003e-05,0.0,0.0,1068,0
7359,huangsijun17,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,669,0
7360,qnimbus,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.2886639418902607,327,1
7361,KateLilly1,2.7081189405838704e-05,5.416237881167741e-05,0.0,2.3622293282732662e-05,0.0,8.452376440832e-06,0.0,0.0,401,0
7362,SynLocker,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,955,1
7363,damianc,0.00016248713643503222,0.00010832475762335481,0.00021664951524670963,9.735627581557246e-06,1.0,9.476618990556669e-06,0.0,0.3620282079205291,327,1
7364,Uzlopak,0.003953853653252451,0.0034122298651356768,0.004495477441369225,0.008753580856106091,0.3824653607262303,0.000210063529032402,0.0002867469779964073,0.45901528928403046,891,1
7365,bberry6,5.416237881167741e-05,0.00010832475762335481,0.0,9.847481469662542e-06,1.0,8.70473366797866e-06,0.0,0.0,957,1
7366,junfeisu,0.00029789308346422574,0.00016248713643503222,0.00043329903049341926,0.0002127814176484067,0.7857142857142857,1.0487193665440177e-05,3.83412991392444e-09,0.377092267256882,327,1
7367,phillipwei,5.416237881167741e-05,0.00010832475762335481,0.0,2.50148773834799e-05,1.0,8.987292704650477e-06,0.0,0.0,669,1
7368,osmanager,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,1.0375140895352304e-05,0.0,8.461870513767947e-06,0.0,0.3412789824227553,327,0
7369,wzhouwzhou,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,7.540502885513945e-07,0.0,8.34007224692567e-06,0.0,0.32147742818057456,401,1
7370,awsirkis,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.7754352682606698e-09,0.0,2.118554711675304e-05,0.0,0.0,1061,0
7371,eligrey,8.124356821751611e-05,0.00010832475762335481,5.416237881167741e-05,1.7715754061349287e-05,1.0,8.835135974140478e-06,0.0,0.348370607028754,782,1
7372,louisbuchbinder,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,1068,0
7373,Chutanee,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,403,0
7374,flapenguin,8.124356821751611e-05,0.00016248713643503222,0.0,3.526243444266022e-05,0.3333333333333333,1.0376366514023992e-05,0.0,0.0,782,1
7375,meduzen,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,969,0
7376,michaelficarra,0.00040621784108758055,0.00027081189405838704,0.0005416237881167741,7.700719334477945e-05,0.8,9.919557120614772e-06,1.340086201228553e-08,0.36818930819309004,891,1
7377,dwhieb,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,404,0
7378,chrmod,0.00018956832584087093,0.00037913665168174185,0.0,9.703342561635582e-05,0.2857142857142857,3.2376533992027926e-05,0.0,0.0,327,1
7379,Chamindu36,2.7081189405838704e-05,5.416237881167741e-05,0.0,2.0750281790704607e-05,0.0,8.799824216444037e-06,0.0,0.0,327,0
7380,krytarowski,0.00043329903049341926,0.00032497427287006444,0.0005416237881167741,0.00010735410736710945,0.6727272727272727,1.155868176859024e-05,2.5691165057155557e-05,0.40686567164179105,327,1
7381,edward-cro,0.00013540594702919352,0.00010832475762335481,0.00016248713643503222,5.015679601111791e-05,1.0,8.974196262334691e-06,0.0,0.3661911286639263,401,1
7382,rb3110,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.1535576254510788e-05,0.0,8.713712716189895e-06,0.0,0.0,891,0
7383,ebickle,0.0008665980609868385,0.0005957861669284515,0.0011374099550452257,0.0006683279850716384,0.5761904761904761,2.433896502308836e-05,9.027008517248005e-05,0.42827965435978005,401,1
7384,ha-douken,2.7081189405838704e-05,5.416237881167741e-05,0.0,3.4713521458962734e-07,0.0,8.36124981479882e-06,0.0,0.0,955,0
7385,stpCollabr8nLstn,0.00032497427287006444,0.00021664951524670963,0.00043329903049341926,9.442973152162718e-05,1.0,1.0728864790882123e-05,3.515871207367845e-08,0.38875103391232424,401,1
7386,parox2014,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.32148584905660377,401,1
7387,raky35,2.7081189405838704e-05,5.416237881167741e-05,0.0,4.128198386511852e-06,0.0,8.705913015442572e-06,0.0,0.0,327,1
7388,vsnehil92,0.00024373070465254833,0.00010832475762335481,0.00037913665168174185,4.4870060781120414e-05,0.6666666666666666,9.235431107619562e-06,5.080679887430809e-07,0.3738548466728839,401,1
7389,ktstowell,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,1068,1
7390,menduz,5.416237881167741e-05,0.00010832475762335481,0.0,3.608509608730838e-05,1.0,9.528678849340291e-06,0.0,0.0,327,1
7391,patrick-steele-idem,2.7081189405838704e-05,5.416237881167741e-05,0.0,6.742130953019372e-06,0.0,8.833255419473967e-06,0.0,0.0,669,0
7392,alexpusch,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,1.9635692724633245e-05,0.0,8.727517318141081e-06,0.0,0.3287426738380647,955,1
7393,hacksparrow,0.00010832475762335481,0.00016248713643503222,5.416237881167741e-05,4.687044769001233e-05,0.8333333333333334,1.2318142230012557e-05,5.1022385040580514e-08,0.348370607028754,1068,1
7394,dddays,8.124356821751611e-05,0.00016248713643503222,0.0,1.401776225176284e-05,1.0,9.683885398298276e-06,0.0,0.0,782,1
7395,jstgeorge,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,782,0
7396,michael-ts,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.26676190848956904,401,1
7397,calidion,0.0005416237881167741,0.0010290851974218708,5.416237881167741e-05,0.0003287101526387705,0.6210526315789474,3.819841432074063e-05,4.0317423456103956e-05,0.20630884267247904,669,1
7398,Lellansin,2.7081189405838704e-05,5.416237881167741e-05,0.0,5.503473728684631e-07,0.0,9.27493958946798e-06,0.0,0.0,327,1
7399,crysislinux,8.124356821751611e-05,0.0,0.00016248713643503222,0.0,0.0,8.123916811091856e-06,0.0,1.0,843,1
7400,SyntaxError500,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.2761827575726877,782,1
7401,infusion,0.00024373070465254833,0.00043329903049341926,5.416237881167741e-05,8.549072494322838e-05,1.0,1.2237732112290876e-05,0.0,0.34626425831364477,669,1
7402,mindplay-dk,0.00013540594702919352,0.00021664951524670963,5.416237881167741e-05,1.7330650769604724e-06,0.16666666666666666,1.0985478487705775e-05,3.998546448601255e-05,0.32158361645904116,450,1
7403,Jack-Works,0.00016248713643503222,0.00021664951524670963,0.00010832475762335481,3.779852812848568e-05,0.4,1.1312353719321582e-05,4.584708857838319e-08,0.28718316091106383,782,1
7404,artur-ma,0.00018956832584087093,0.00027081189405838704,0.00010832475762335481,6.850228128687772e-05,0.26666666666666666,1.6869475923006168e-05,2.138979000503011e-07,0.27033995795152527,539,1
7405,ashishchandr70,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,654,0
7406,shollander,5.416237881167741e-05,0.00010832475762335481,0.0,7.1150297477672205e-06,0.0,8.534823105183861e-06,0.0,0.0,669,1
7407,RobAtticus,0.00010832475762335481,0.00016248713643503222,5.416237881167741e-05,4.434304820930826e-05,0.6666666666666666,1.3018023379144481e-05,4.34853335429457e-09,0.31098131374204296,1068,1
7408,tingshao,0.00032497427287006444,0.00032497427287006444,0.00032497427287006444,8.347223602838784e-05,0.6,1.8349915477451882e-05,1.5221319657354503e-05,0.39173420704719203,669,1
7409,rtw,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,669,1
7410,subeeshcbabu-zz,0.00013540594702919352,0.00021664951524670963,5.416237881167741e-05,3.273079352581721e-05,1.0,1.1866197364122496e-05,0.0,0.3271723475756121,669,1
7411,stavalfi,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.25940586522541725,401,1
7412,inca,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.7599238182237817e-05,0.0,8.495724118440327e-06,0.0,0.0,891,0
7413,BinToss,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,9.357990681408968e-07,0.0,8.337370415632939e-06,0.0,0.29616914017513746,891,1
7414,haiyangwu,5.416237881167741e-05,0.00010832475762335481,0.0,2.8191523467419993e-05,1.0,9.083084136759918e-06,0.0,0.0,1068,1
7415,litmit,0.00013540594702919352,0.00016248713643503222,0.00010832475762335481,0.00010811151744004488,0.5,1.3378845410332136e-05,3.8620788023320903e-07,0.34617631371752217,669,1
7416,javagirl007,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.4099442099211256e-05,0.0,8.652198080638393e-06,0.0,0.0,669,0
7417,hexatorum,2.7081189405838704e-05,5.416237881167741e-05,0.0,2.3622293282732662e-05,0.0,8.452376440832e-06,0.0,0.0,401,0
7418,alangpierce,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,401,0
7419,jperkin,8.124356821751611e-05,5.416237881167741e-05,0.00010832475762335481,0.00014460493998233004,0.0,1.0485553499681422e-05,2.809032948080426e-07,0.3449846870333342,891,1
7420,ianfixes,0.00013540594702919352,0.00027081189405838704,0.0,2.0450759531018885e-05,1.0,1.7306742641950953e-05,0.0,0.0,1068,1
7421,wcupped,0.00010832475762335481,0.00010832475762335481,0.00010832475762335481,2.6209655813646054e-05,1.0,8.823097829363586e-06,0.0,0.3552254365389627,401,1
7422,joliss,0.00040621784108758055,0.0008124356821751611,0.0,6.564576564215073e-05,0.5619047619047619,2.7387352165505247e-05,0.0,0.0,669,1
7423,jsmonkey,8.124356821751611e-05,0.00016248713643503222,0.0,1.782998081144813e-05,0.6666666666666666,9.50823204182743e-06,0.0,0.0,669,1
7424,mlaurencin,0.00016248713643503222,5.416237881167741e-05,0.00027081189405838704,3.516358298908466e-05,1.0,8.438251600403626e-06,0.0,0.35347510373443985,891,1
7425,jaisipani,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,1.9294466506063343e-06,0.0,8.25924935239238e-06,0.0,0.32269520337137175,891,0
7426,ismet,0.00010832475762335481,0.00021664951524670963,0.0,8.629796734913483e-05,0.16666666666666666,2.3199654130746473e-05,0.0,0.0,401,1
7427,theverything,0.00021664951524670963,0.00043329903049341926,0.0,0.00011807732377891044,0.5,2.83657277867494e-05,0.0,0.0,327,1
7428,RichardLitt,0.0005145425987109354,0.00043329903049341926,0.0005957861669284515,6.154885293857533e-05,0.7818181818181819,1.1744131255263187e-05,3.658433309049823e-07,0.3791482377813013,401,1
7429,zzidante,0.00018956832584087093,5.416237881167741e-05,0.00032497427287006444,7.5492508461716975e-06,1.0,8.41076455110761e-06,0.0,0.37632182003920595,401,1
7430,razvanbh,0.00037913665168174185,0.00021664951524670963,0.0005416237881167741,2.811024045400507e-05,0.9777777777777777,1.0378834425241744e-05,1.3685205842169923e-08,0.39602522009472063,327,1
7431,LarryLuTW,0.00016248713643503222,0.00010832475762335481,0.00021664951524670963,6.478237278757258e-05,1.0,9.861443876328232e-06,0.0,0.36369943430462165,401,1
7432,RobertMonks,0.00018956832584087093,0.00010832475762335481,0.00027081189405838704,7.556097076884285e-06,1.0,8.840370149460792e-06,0.0,0.3667922497308934,401,1
7433,abmusse,0.0013269782808860964,0.0010832475762335481,0.001570708985538645,0.0031892972345219455,0.6946236559139785,5.373846651476046e-05,1.3091412214217276e-05,0.42837387642215097,891,1
7434,YvanGuidoin,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.26576330668746345,327,0
7435,heripurnama,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,697,0
7436,lingyuj,0.00010832475762335481,0.00021664951524670963,0.0,2.009501093425406e-06,0.0,2.7579629615772606e-05,0.0,0.0,327,1
7437,jperelli,5.416237881167741e-05,0.0,0.00010832475762335481,0.0,0.0,8.123916811091856e-06,0.0,0.75,957,1
7438,npenin,8.124356821751611e-05,0.00010832475762335481,5.416237881167741e-05,2.892311445149536e-05,0.3333333333333333,8.925995728463958e-06,2.5709448632549475e-07,1.0,539,1
7439,playground,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,401,1
7440,script-2000,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,782,0
7441,uyu423,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,1.2079324320314387e-06,0.0,8.496231685068877e-06,0.0,0.31900950241071013,1068,1
7442,naseemkullah,0.00010832475762335481,0.00021664951524670963,0.0,5.5801001436582884e-05,0.3333333333333333,1.6672468247774084e-05,0.0,0.0,669,1
7443,LunarTwilight,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.25668499548056645,1068,1
7444,rapsealk,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,405,0
7445,anandthakker,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.32707073615510124,327,0
7446,datdinhquoc,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,7.023906592581859e-06,1.0,8.636465207860271e-06,0.0,0.2571698113207547,957,1
7447,ajax-2,8.124356821751611e-05,0.00016248713643503222,0.0,3.5631687733589754e-05,1.0,9.107418005825433e-06,0.0,0.0,669,1
7448,lemoustachiste,2.7081189405838704e-05,5.416237881167741e-05,0.0,1.2085997806048872e-06,0.0,8.476376188283496e-06,0.0,0.0,891,0
7449,chasharpur,8.124356821751611e-05,0.00016248713643503222,0.0,6.608936906635787e-06,0.3333333333333333,1.0055295931871108e-05,0.0,0.0,891,1
7450,adnan360,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.329928597361733,1068,1
7451,jfbastien,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,8.838820332814054e-08,0.0,9.42834669660792e-06,0.0,0.30596210828768966,669,1
7452,ineeee,8.124356821751611e-05,0.00016248713643503222,0.0,3.722481477345348e-06,1.0,1.0873014442073887e-05,0.0,0.0,669,1
7453,uds214125,2.7081189405838704e-05,5.416237881167741e-05,0.0,2.5178664358430464e-06,0.0,8.62598400924739e-06,0.0,0.0,327,0
7454,miherlosev,2.7081189405838704e-05,5.416237881167741e-05,0.0,7.049721049605628e-06,0.0,8.388057445865125e-06,0.0,0.0,669,0
7455,PunSo,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,406,0
7456,aaacccount,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,407,0
7457,div713,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,408,0
7458,NathanBaulch,0.0006770297351459676,0.00037913665168174185,0.0009749228186101933,0.0008532850142496299,0.8496732026143791,1.8323554051981053e-05,2.9214112023021315e-08,0.3750275148580233,891,1
7459,xiaobai2017666,8.124356821751611e-05,0.00016248713643503222,0.0,2.191867224374323e-05,0.6666666666666666,9.08471185280554e-06,0.0,0.0,327,1
7460,ayappanec,0.00013540594702919352,0.00027081189405838704,0.0,7.58342336604924e-05,1.0,1.2233998525112561e-05,0.0,0.0,891,1
7461,seanavery,8.124356821751611e-05,0.00016248713643503222,0.0,3.009763851683319e-05,1.0,1.0045163626879202e-05,0.0,0.0,1068,1
7462,edencheung,5.416237881167741e-05,0.00010832475762335481,0.0,1.129520157462308e-05,1.0,8.839360399814614e-06,0.0,0.0,1068,1
7463,relloccate,5.416237881167741e-05,0.00010832475762335481,0.0,1.8574880013583913e-06,0.0,1.3169021786998738e-05,0.0,0.0,782,1
7464,haramj,0.0009478416292043547,0.0007041109245518063,0.001191572333856903,0.0014086415918325298,0.7792207792207793,2.6023366375461522e-05,9.815682253621264e-07,0.3879653876807469,891,1
7465,cattytab,5.416237881167741e-05,0.00010832475762335481,0.0,3.772173538194392e-05,1.0,8.98065771037854e-06,0.0,0.0,669,1
7466,oleksii-korpan,0.00016248713643503222,0.00032497427287006444,0.0,3.9028154833713674e-05,0.06666666666666667,3.8338779192133556e-05,0.0,0.0,450,1
7467,dunnousername,5.416237881167741e-05,0.0,0.00010832475762335481,0.0,0.0,8.123916811091856e-06,0.0,1.0,669,0
7468,llkats,0.00035205546227590315,0.00027081189405838704,0.00043329903049341926,6.247754909461722e-05,1.0,1.0087286143865137e-05,0.0,0.38948421203029004,401,1
7469,simonkberg,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.312759562214625,957,0
7470,uMaxmaxmaximus,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,3.623797296094316e-06,0.0,9.24086143302292e-06,0.0,0.31900950241071013,1068,1
7471,DanielYWoo,0.00016248713643503222,0.00032497427287006444,0.0,3.587930284993774e-05,0.06666666666666667,3.6848498650853726e-05,0.0,0.0,669,1
7472,mick-io,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,955,1
7473,michaelforney,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.24809347869610324,891,0
7474,michax,2.7081189405838704e-05,5.416237881167741e-05,0.0,7.049721049605628e-06,0.0,8.388057445865125e-06,0.0,0.0,669,0
7475,fs-eire,0.0006228673563342902,0.0009207604397985159,0.00032497427287006444,0.0003828873376910975,0.6842105263157895,3.1017634480952516e-05,4.364373620647401e-05,0.37377282948499974,327,1
7476,sabkrish,0.00021664951524670963,0.00010832475762335481,0.00032497427287006444,2.177868706160193e-06,1.0,8.826919721526482e-06,0.0,0.36820920117783723,327,1
7477,danyim,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.26576330668746345,327,0
7478,lockhart-raphael,8.124356821751611e-05,0.00016248713643503222,0.0,3.322266836033831e-05,1.0,9.315329176178626e-06,0.0,0.0,327,1
7479,miniBill,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.2955422574910021,1068,1
7480,benjamingwynn,0.00016248713643503222,0.00032497427287006444,0.0,1.103033937514133e-05,0.0,4.188636957352597e-05,0.0,0.0,782,1
7481,Angelfire,0.00027081189405838704,0.00010832475762335481,0.00043329903049341926,0.00022672969345632977,1.0,1.0228898633455908e-05,0.0,0.3910261927302981,891,1
7482,developit,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,2.8062700911754503e-06,0.0,8.402093587216473e-06,0.0,0.3269447576099211,957,0
7483,luii,2.7081189405838704e-05,5.416237881167741e-05,0.0,9.919346802502934e-06,0.0,8.905718671532182e-06,0.0,0.0,1068,0
7484,AlphaDio,0.00024373070465254833,0.00010832475762335481,0.00037913665168174185,3.7887139861544795e-05,1.0,8.650407853175885e-06,0.0,0.3873479595316585,891,1
7485,whtiehack,0.00035205546227590315,0.0007041109245518063,0.0,0.00010169489366796915,0.41025641025641024,2.5247022017683037e-05,0.0,0.0,401,1
7486,ex1234,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,409,0
7487,Llorx,0.0005957861669284515,0.0005416237881167741,0.0006499485457401289,0.00013015704736222966,0.6666666666666666,1.3122868053463754e-05,2.6885796865398312e-06,0.3662993818865896,891,1
7488,thoger,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,4.668813402908537e-05,0.0,9.644708473134264e-06,0.0,0.3412789824227553,327,0
7489,Brooooooklyn,0.0009478416292043547,0.0013540594702919353,0.0005416237881167741,0.0003027379750185176,0.4470899470899471,4.187962134868001e-05,5.069352019644599e-05,0.3699180372360636,782,1
7490,EvHaus,0.00018956832584087093,0.00037913665168174185,0.0,0.0002321005545652576,0.38095238095238093,6.238985542487886e-05,0.0,0.0,450,1
7491,maxnordlund,0.00010832475762335481,0.00010832475762335481,0.00010832475762335481,7.986450820449168e-06,0.3333333333333333,8.683030943366396e-06,1.5886629853952784e-07,0.3235454696512925,669,1
7492,nitsnwits,0.00016248713643503222,0.00010832475762335481,0.00021664951524670963,3.1734668286330284e-05,1.0,9.512316286099138e-06,0.0,0.3724959689541144,401,1
7493,himan-10,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,3.516358298908466e-05,0.0,8.438251600403626e-06,0.0,0.3453518129069856,891,1
7494,johenry,0.00016248713643503222,5.416237881167741e-05,0.00027081189405838704,2.0574783334582458e-05,1.0,8.496849946529224e-06,0.0,0.36860751277821346,327,1
7495,yahao87,0.00010832475762335481,0.00021664951524670963,0.0,0.00014802029337643614,1.0,1.3977009146415845e-05,0.0,0.0,327,1
7496,Fotiman,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,4.284994750689182e-06,0.0,8.963808145643531e-06,0.0,0.3146788567206908,891,0
7497,adron-orange,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.3599894361547603,669,0
7498,sethdorris,0.00010832475762335481,0.00021664951524670963,0.0,0.00045899056798563253,1.0,2.1032465138816177e-05,0.0,0.0,1068,1
7499,n3okill,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,410,0
7500,hemendpatel,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,411,0
7501,ndabAP,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,957,0
7502,mramos-dev,8.124356821751611e-05,0.00016248713643503222,0.0,3.504032850081716e-05,0.3333333333333333,1.5911886652677166e-05,0.0,0.0,669,1
7503,jorgeorpinel,5.416237881167741e-05,0.00010832475762335481,0.0,2.49893724745745e-05,1.0,8.939689786889903e-06,0.0,0.0,669,1
7504,dakhnod,5.416237881167741e-05,0.00010832475762335481,0.0,7.933856556216987e-05,1.0,1.0354039692192098e-05,0.0,0.0,891,1
7505,ionutale,2.7081189405838704e-05,5.416237881167741e-05,0.0,6.335528173371613e-06,0.0,8.448459469594451e-06,0.0,0.0,891,0
7506,super-user-permission,5.416237881167741e-05,0.00010832475762335481,0.0,1.4442783572439984e-05,1.0,9.075402260293489e-06,0.0,0.0,669,1
7507,wardpeet,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,1068,1
7508,pongo,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,0.29540775415555987,401,0
7509,itspun,0.00013540594702919352,0.00010832475762335481,0.00016248713643503222,5.015679601111791e-05,1.0,8.974196262334691e-06,0.0,0.372200983069361,401,1
7510,punnerud,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,669,0
7511,twilson90,5.416237881167741e-05,0.0,0.00010832475762335481,0.0,0.0,8.123916811091856e-06,0.0,0.25888363436081513,929,1
7512,stefanobaghino,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,412,0
7513,gadefox,0.0,0.0,0.0,0.0,0.0,8.123916811091856e-06,0.0,0.0,413,0
7514,abujabarmubarak,0.00016248713643503222,0.00016248713643503222,0.00016248713643503222,3.5925254104107255e-05,0.6666666666666666,8.933423062401876e-06,7.636173868945412e-09,0.34582498160505415,782,1
7515,tshinnic,0.00010832475762335481,0.00021664951524670963,0.0,1.2865751456168653e-05,1.0,9.215536430359662e-06,0.0,0.0,957,1
7516,creationix,8.124356821751611e-05,0.0,0.00016248713643503222,0.0,0.0,8.123916811091856e-06,0.0,0.31879414378595816,669,1
7517,adoprog,2.7081189405838704e-05,0.0,5.416237881167741e-05,0.0,0.0,8.123916811091856e-06,0.0,1.0,669,0
7518,lostnet,0.0005145425987109354,0.00048746140930509667,0.0005416237881167741,0.0004299764990730889,1.0,2.224164450179653e-05,0.0,0.38825272033270664,539,1
7519,ggoforth,0.00018956832584087093,5.416237881167741e-05,0.00032497427287006444,7.5492508461716975e-06,1.0,8.41076455110761e-06,0.0,0.37066246056782337,401,1
7520,iamgabrielsoft,0.00010832475762335481,0.0,0.00021664951524670963,0.0,0.0,8.123916811091856e-06,0.0,0.33222842379780154,957,1
7521,p51lee,0.00013540594702919352,0.00027081189405838704,0.0,6.536164510896665e-05,0.5,1.7462559007381142e-05,0.0,0.0,891,1
7522,Hannes-Magnusson-CK,0.00048746140930509667,0.00037913665168174185,0.0005957861669284515,0.0001270238376189099,1.0,1.289467603056242e-05,0.0,0.4182777880071196,401,1
7523,veered,0.00010832475762335481,0.00010832475762335481,0.00010832475762335481,2.4634334969712153e-05,1.0,1.0739362575553948e-05,0.0,0.33514470481201897,1068,1
7524,sdavids,0.00016248713643503222,0.00021664951524670963,0.00010832475762335481,8.727595088332125e-05,0.5,1.7668307281650412e-05,3.998663325767321e-05,0.3408607797534199,891,1
7525,Lovelouis,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,1.7599238182237817e-05,0.0,8.495724118440327e-06,0.0,0.33829734425415736,891,0
7526,loveencounterflow,0.00016248713643503222,0.00021664951524670963,0.00010832475762335481,4.0973169081087206e-06,0.3,1.121650911139701e-05,4.111706660380513e-08,0.3108252947481243,669,1
7527,Divya9877,5.416237881167741e-05,5.416237881167741e-05,5.416237881167741e-05,1.4845576303782716e-06,0.0,8.278374870183351e-06,0.0,0.32683499988010456,891,1
7528,leeight,0.0011644911444510643,0.0010290851974218708,0.0012998970914802578,0.00045717649670027764,0.6084656084656085,2.8873170031166155e-05,7.02117710581116e-05,0.44345393024466423,401,1
7529,maikeriva,0.00013540594702919352,0.00027081189405838704,0.0,2.114916314881688e-05,0.0,3.653765587312398e-05,0.0,0.0,669,1
7530,srour,8.124356821751611e-05,0.00016248713643503222,0.0,0.0001558332017956072,0.3333333333333333,1.752828514850734e-05,0.0,0.0,401,1
